"date","births","year","month","day_of_month","day_of_week"
1984-04-15,8088,1984,"Apr",15,"Sun"
1984-04-16,9991,1984,"Apr",16,"Mon"
1984-04-17,10570,1984,"Apr",17,"Tue"
1984-04-18,10086,1984,"Apr",18,"Wed"
1984-04-19,10057,1984,"Apr",19,"Thu"
1984-04-20,9689,1984,"Apr",20,"Fri"
1984-04-21,8263,1984,"Apr",21,"Sat"
1984-04-22,7891,1984,"Apr",22,"Sun"
1984-04-23,9931,1984,"Apr",23,"Mon"
1984-04-24,10293,1984,"Apr",24,"Tue"
1984-04-25,10052,1984,"Apr",25,"Wed"
1984-04-26,10200,1984,"Apr",26,"Thu"
1984-04-27,10152,1984,"Apr",27,"Fri"
1984-04-28,8484,1984,"Apr",28,"Sat"
1984-04-29,7721,1984,"Apr",29,"Sun"
1984-04-30,10097,1984,"Apr",30,"Mon"
1984-05-01,10535,1984,"May",1,"Tue"
1984-05-02,10187,1984,"May",2,"Wed"
1984-05-03,10238,1984,"May",3,"Thu"
1984-05-04,10292,1984,"May",4,"Fri"
1984-05-05,8380,1984,"May",5,"Sat"
1984-05-06,8184,1984,"May",6,"Sun"
1984-05-07,9813,1984,"May",7,"Mon"
1984-05-08,10203,1984,"May",8,"Tue"
1984-05-09,9688,1984,"May",9,"Wed"
1984-05-10,9946,1984,"May",10,"Thu"
1984-05-11,10275,1984,"May",11,"Fri"
1984-05-12,8378,1984,"May",12,"Sat"
1984-05-13,8199,1984,"May",13,"Sun"
1984-05-14,10087,1984,"May",14,"Mon"
1984-05-15,10289,1984,"May",15,"Tue"
1984-05-16,10005,1984,"May",16,"Wed"
1984-05-17,9851,1984,"May",17,"Thu"
1984-05-18,10080,1984,"May",18,"Fri"
1984-05-19,8476,1984,"May",19,"Sat"
1984-05-20,8282,1984,"May",20,"Sun"
1984-05-21,10181,1984,"May",21,"Mon"
1984-05-22,10780,1984,"May",22,"Tue"
1984-05-23,10371,1984,"May",23,"Wed"
1984-05-24,10133,1984,"May",24,"Thu"
1984-05-25,10575,1984,"May",25,"Fri"
1984-05-26,8849,1984,"May",26,"Sat"
1984-05-27,8388,1984,"May",27,"Sun"
1984-05-28,8411,1984,"May",28,"Mon"
1984-05-29,10268,1984,"May",29,"Tue"
1984-05-30,10285,1984,"May",30,"Wed"
1984-05-31,10099,1984,"May",31,"Thu"
1984-06-01,10401,1984,"Jun",1,"Fri"
1984-06-02,8880,1984,"Jun",2,"Sat"
1984-06-03,8277,1984,"Jun",3,"Sun"
1984-06-04,10018,1984,"Jun",4,"Mon"
1984-06-05,10514,1984,"Jun",5,"Tue"
1984-06-06,10477,1984,"Jun",6,"Wed"
1984-06-07,10244,1984,"Jun",7,"Thu"
1984-06-08,10560,1984,"Jun",8,"Fri"
1984-06-09,8761,1984,"Jun",9,"Sat"
1984-06-10,8422,1984,"Jun",10,"Sun"
1984-06-11,10327,1984,"Jun",11,"Mon"
1984-06-12,10502,1984,"Jun",12,"Tue"
1984-06-13,10084,1984,"Jun",13,"Wed"
1984-06-14,10732,1984,"Jun",14,"Thu"
1984-06-15,10332,1984,"Jun",15,"Fri"
1984-06-16,8457,1984,"Jun",16,"Sat"
1984-06-17,8611,1984,"Jun",17,"Sun"
1984-06-18,10483,1984,"Jun",18,"Mon"
1984-06-19,10515,1984,"Jun",19,"Tue"
1984-06-20,10655,1984,"Jun",20,"Wed"
1984-06-21,10561,1984,"Jun",21,"Thu"
1984-06-22,10586,1984,"Jun",22,"Fri"
1984-06-23,8972,1984,"Jun",23,"Sat"
1984-06-24,8821,1984,"Jun",24,"Sun"
1984-06-25,10561,1984,"Jun",25,"Mon"
1984-06-26,10980,1984,"Jun",26,"Tue"
1984-06-27,10662,1984,"Jun",27,"Wed"
1984-06-28,10794,1984,"Jun",28,"Thu"
1984-06-29,11087,1984,"Jun",29,"Fri"
1984-06-30,8940,1984,"Jun",30,"Sat"
1984-07-01,8565,1984,"Jul",1,"Sun"
1984-07-02,10807,1984,"Jul",2,"Mon"
1984-07-03,11250,1984,"Jul",3,"Tue"
1984-07-04,9240,1984,"Jul",4,"Wed"
1984-07-05,10789,1984,"Jul",5,"Thu"
1984-07-06,11566,1984,"Jul",6,"Fri"
1984-07-07,9138,1984,"Jul",7,"Sat"
1984-07-08,8956,1984,"Jul",8,"Sun"
1984-07-09,10996,1984,"Jul",9,"Mon"
1984-07-10,11661,1984,"Jul",10,"Tue"
1984-07-11,10923,1984,"Jul",11,"Wed"
1984-07-12,11264,1984,"Jul",12,"Thu"
1984-07-13,10687,1984,"Jul",13,"Fri"
1984-07-14,9213,1984,"Jul",14,"Sat"
1984-07-15,9046,1984,"Jul",15,"Sun"
1984-07-16,11295,1984,"Jul",16,"Mon"
1984-07-17,11493,1984,"Jul",17,"Tue"
1984-07-18,11278,1984,"Jul",18,"Wed"
1984-07-19,11042,1984,"Jul",19,"Thu"
1984-07-20,11185,1984,"Jul",20,"Fri"
1984-07-21,9338,1984,"Jul",21,"Sat"
1984-07-22,9029,1984,"Jul",22,"Sun"
1984-07-23,11176,1984,"Jul",23,"Mon"
1984-07-24,11811,1984,"Jul",24,"Tue"
1984-07-25,11099,1984,"Jul",25,"Wed"
1984-07-26,11003,1984,"Jul",26,"Thu"
1984-07-27,11320,1984,"Jul",27,"Fri"
1984-07-28,9470,1984,"Jul",28,"Sat"
1984-07-29,8901,1984,"Jul",29,"Sun"
1984-07-30,10782,1984,"Jul",30,"Mon"
1984-07-31,11582,1984,"Jul",31,"Tue"
1984-08-01,11227,1984,"Aug",1,"Wed"
1984-08-02,11410,1984,"Aug",2,"Thu"
1984-08-03,11370,1984,"Aug",3,"Fri"
1984-08-04,9594,1984,"Aug",4,"Sat"
1984-08-05,9137,1984,"Aug",5,"Sun"
1984-08-06,11213,1984,"Aug",6,"Mon"
1984-08-07,11884,1984,"Aug",7,"Tue"
1984-08-08,11392,1984,"Aug",8,"Wed"
1984-08-09,11377,1984,"Aug",9,"Thu"
1984-08-10,11364,1984,"Aug",10,"Fri"
1984-08-11,9465,1984,"Aug",11,"Sat"
1984-08-12,9045,1984,"Aug",12,"Sun"
1984-08-13,11017,1984,"Aug",13,"Mon"
1984-08-14,11550,1984,"Aug",14,"Tue"
1984-08-15,11489,1984,"Aug",15,"Wed"
1984-08-16,11301,1984,"Aug",16,"Thu"
1984-08-17,11427,1984,"Aug",17,"Fri"
1984-08-18,9407,1984,"Aug",18,"Sat"
1984-08-19,8945,1984,"Aug",19,"Sun"
1984-08-20,11228,1984,"Aug",20,"Mon"
1984-08-21,11585,1984,"Aug",21,"Tue"
1984-08-22,11180,1984,"Aug",22,"Wed"
1984-08-23,11110,1984,"Aug",23,"Thu"
1984-08-24,11162,1984,"Aug",24,"Fri"
1984-08-25,9254,1984,"Aug",25,"Sat"
1984-08-26,9234,1984,"Aug",26,"Sun"
1984-08-27,11221,1984,"Aug",27,"Mon"
1984-08-28,11829,1984,"Aug",28,"Tue"
1984-08-29,11342,1984,"Aug",29,"Wed"
1984-08-30,11421,1984,"Aug",30,"Thu"
1984-08-31,11481,1984,"Aug",31,"Fri"
1984-09-01,9370,1984,"Sep",1,"Sat"
1984-09-02,8962,1984,"Sep",2,"Sun"
1984-09-03,9343,1984,"Sep",3,"Mon"
1984-09-04,11111,1984,"Sep",4,"Tue"
1984-09-05,11827,1984,"Sep",5,"Wed"
1984-09-06,11442,1984,"Sep",6,"Thu"
1984-09-07,11760,1984,"Sep",7,"Fri"
1984-09-08,9588,1984,"Sep",8,"Sat"
1984-09-09,9354,1984,"Sep",9,"Sun"
1984-09-10,11641,1984,"Sep",10,"Mon"
1984-09-11,11795,1984,"Sep",11,"Tue"
1984-09-12,11388,1984,"Sep",12,"Wed"
1984-09-13,11515,1984,"Sep",13,"Thu"
1984-09-14,12034,1984,"Sep",14,"Fri"
1984-09-15,9880,1984,"Sep",15,"Sat"
1984-09-16,9310,1984,"Sep",16,"Sun"
1984-09-17,11487,1984,"Sep",17,"Mon"
1984-09-18,12038,1984,"Sep",18,"Tue"
1984-09-19,11787,1984,"Sep",19,"Wed"
1984-09-20,11720,1984,"Sep",20,"Thu"
1984-09-21,12121,1984,"Sep",21,"Fri"
1984-09-22,9857,1984,"Sep",22,"Sat"
1984-09-23,9622,1984,"Sep",23,"Sun"
1984-09-24,11980,1984,"Sep",24,"Mon"
1984-09-25,12271,1984,"Sep",25,"Tue"
1984-09-26,11691,1984,"Sep",26,"Wed"
1984-09-27,11174,1984,"Sep",27,"Thu"
1984-09-28,11559,1984,"Sep",28,"Fri"
1984-09-29,9813,1984,"Sep",29,"Sat"
1984-09-30,9462,1984,"Sep",30,"Sun"
1984-10-01,11235,1984,"Oct",1,"Mon"
1984-10-02,11572,1984,"Oct",2,"Tue"
1984-10-03,11487,1984,"Oct",3,"Wed"
1984-10-04,11339,1984,"Oct",4,"Thu"
1984-10-05,11387,1984,"Oct",5,"Fri"
1984-10-06,9523,1984,"Oct",6,"Sat"
1984-10-07,8749,1984,"Oct",7,"Sun"
1984-10-08,11054,1984,"Oct",8,"Mon"
1984-10-09,11435,1984,"Oct",9,"Tue"
1984-10-10,11146,1984,"Oct",10,"Wed"
1984-10-11,11060,1984,"Oct",11,"Thu"
1984-10-12,11018,1984,"Oct",12,"Fri"
1984-10-13,9009,1984,"Oct",13,"Sat"
1984-10-14,8836,1984,"Oct",14,"Sun"
1984-10-15,10961,1984,"Oct",15,"Mon"
1984-10-16,10999,1984,"Oct",16,"Tue"
1984-10-17,10693,1984,"Oct",17,"Wed"
1984-10-18,10597,1984,"Oct",18,"Thu"
1984-10-19,10837,1984,"Oct",19,"Fri"
1984-10-20,8791,1984,"Oct",20,"Sat"
1984-10-21,8544,1984,"Oct",21,"Sun"
1984-10-22,10609,1984,"Oct",22,"Mon"
1984-10-23,10883,1984,"Oct",23,"Tue"
1984-10-24,10395,1984,"Oct",24,"Wed"
1984-10-25,10463,1984,"Oct",25,"Thu"
1984-10-26,10568,1984,"Oct",26,"Fri"
1984-10-27,8882,1984,"Oct",27,"Sat"
1984-10-28,8910,1984,"Oct",28,"Sun"
1984-10-29,10266,1984,"Oct",29,"Mon"
1984-10-30,10458,1984,"Oct",30,"Tue"
1984-10-31,10033,1984,"Oct",31,"Wed"
1984-11-01,10602,1984,"Nov",1,"Thu"
1984-11-02,10436,1984,"Nov",2,"Fri"
1984-11-03,8526,1984,"Nov",3,"Sat"
1984-11-04,8380,1984,"Nov",4,"Sun"
1984-11-05,10572,1984,"Nov",5,"Mon"
1984-11-06,10506,1984,"Nov",6,"Tue"
1984-11-07,10291,1984,"Nov",7,"Wed"
1984-11-08,10378,1984,"Nov",8,"Thu"
1984-11-09,10772,1984,"Nov",9,"Fri"
1984-11-10,8487,1984,"Nov",10,"Sat"
1984-11-11,8576,1984,"Nov",11,"Sun"
1984-11-12,10262,1984,"Nov",12,"Mon"
1984-11-13,10755,1984,"Nov",13,"Tue"
1984-11-14,10403,1984,"Nov",14,"Wed"
1984-11-15,10701,1984,"Nov",15,"Thu"
1984-11-16,10722,1984,"Nov",16,"Fri"
1984-11-17,8688,1984,"Nov",17,"Sat"
1984-11-18,8300,1984,"Nov",18,"Sun"
1984-11-19,10740,1984,"Nov",19,"Mon"
1984-11-20,10941,1984,"Nov",20,"Tue"
1984-11-21,10501,1984,"Nov",21,"Wed"
1984-11-22,8011,1984,"Nov",22,"Thu"
1984-11-23,9689,1984,"Nov",23,"Fri"
1984-11-24,8512,1984,"Nov",24,"Sat"
1984-11-25,8543,1984,"Nov",25,"Sun"
1984-11-26,10656,1984,"Nov",26,"Mon"
1984-11-27,10819,1984,"Nov",27,"Tue"
1984-11-28,10458,1984,"Nov",28,"Wed"
1984-11-29,10387,1984,"Nov",29,"Thu"
1984-11-30,10560,1984,"Nov",30,"Fri"
1984-12-01,8479,1984,"Dec",1,"Sat"
1984-12-02,8348,1984,"Dec",2,"Sun"
1984-12-03,10289,1984,"Dec",3,"Mon"
1984-12-04,10544,1984,"Dec",4,"Tue"
1984-12-05,10182,1984,"Dec",5,"Wed"
1984-12-06,10172,1984,"Dec",6,"Thu"
1984-12-07,10260,1984,"Dec",7,"Fri"
1984-12-08,8459,1984,"Dec",8,"Sat"
1984-12-09,8267,1984,"Dec",9,"Sun"
1984-12-10,10506,1984,"Dec",10,"Mon"
1984-12-11,10747,1984,"Dec",11,"Tue"
1984-12-12,10569,1984,"Dec",12,"Wed"
1984-12-13,10378,1984,"Dec",13,"Thu"
1984-12-14,10630,1984,"Dec",14,"Fri"
1984-12-15,8505,1984,"Dec",15,"Sat"
1984-12-16,8253,1984,"Dec",16,"Sun"
1984-12-17,10760,1984,"Dec",17,"Mon"
1984-12-18,11444,1984,"Dec",18,"Tue"
1984-12-19,10933,1984,"Dec",19,"Wed"
1984-12-20,10825,1984,"Dec",20,"Thu"
1984-12-21,10474,1984,"Dec",21,"Fri"
1984-12-22,8519,1984,"Dec",22,"Sat"
1984-12-23,7901,1984,"Dec",23,"Sun"
1984-12-24,8575,1984,"Dec",24,"Mon"
1984-12-25,7851,1984,"Dec",25,"Tue"
1984-12-26,9777,1984,"Dec",26,"Wed"
1984-12-27,11224,1984,"Dec",27,"Thu"
1984-12-28,11705,1984,"Dec",28,"Fri"
1984-12-29,9254,1984,"Dec",29,"Sat"
1984-12-30,8386,1984,"Dec",30,"Sun"
1984-12-31,10105,1984,"Dec",31,"Mon"
1985-01-01,8335,1985,"Jan",1,"Tue"
1985-01-02,9377,1985,"Jan",2,"Wed"
1985-01-03,10052,1985,"Jan",3,"Thu"
1985-01-04,10458,1985,"Jan",4,"Fri"
1985-01-05,8648,1985,"Jan",5,"Sat"
1985-01-06,8477,1985,"Jan",6,"Sun"
1985-01-07,10078,1985,"Jan",7,"Mon"
1985-01-08,10242,1985,"Jan",8,"Tue"
1985-01-09,9988,1985,"Jan",9,"Wed"
1985-01-10,10150,1985,"Jan",10,"Thu"
1985-01-11,10501,1985,"Jan",11,"Fri"
1985-01-12,8759,1985,"Jan",12,"Sat"
1985-01-13,8247,1985,"Jan",13,"Sun"
1985-01-14,10409,1985,"Jan",14,"Mon"
1985-01-15,10692,1985,"Jan",15,"Tue"
1985-01-16,10199,1985,"Jan",16,"Wed"
1985-01-17,10391,1985,"Jan",17,"Thu"
1985-01-18,10865,1985,"Jan",18,"Fri"
1985-01-19,8982,1985,"Jan",19,"Sat"
1985-01-20,8345,1985,"Jan",20,"Sun"
1985-01-21,10314,1985,"Jan",21,"Mon"
1985-01-22,10598,1985,"Jan",22,"Tue"
1985-01-23,10496,1985,"Jan",23,"Wed"
1985-01-24,10470,1985,"Jan",24,"Thu"
1985-01-25,10755,1985,"Jan",25,"Fri"
1985-01-26,8774,1985,"Jan",26,"Sat"
1985-01-27,8441,1985,"Jan",27,"Sun"
1985-01-28,10322,1985,"Jan",28,"Mon"
1985-01-29,10582,1985,"Jan",29,"Tue"
1985-01-30,10308,1985,"Jan",30,"Wed"
1985-01-31,10162,1985,"Jan",31,"Thu"
1985-02-01,10591,1985,"Feb",1,"Fri"
1985-02-02,8829,1985,"Feb",2,"Sat"
1985-02-03,8347,1985,"Feb",3,"Sun"
1985-02-04,10338,1985,"Feb",4,"Mon"
1985-02-05,10607,1985,"Feb",5,"Tue"
1985-02-06,10506,1985,"Feb",6,"Wed"
1985-02-07,10508,1985,"Feb",7,"Thu"
1985-02-08,10579,1985,"Feb",8,"Fri"
1985-02-09,8921,1985,"Feb",9,"Sat"
1985-02-10,8607,1985,"Feb",10,"Sun"
1985-02-11,10597,1985,"Feb",11,"Mon"
1985-02-12,10889,1985,"Feb",12,"Tue"
1985-02-13,10306,1985,"Feb",13,"Wed"
1985-02-14,11363,1985,"Feb",14,"Thu"
1985-02-15,10681,1985,"Feb",15,"Fri"
1985-02-16,8883,1985,"Feb",16,"Sat"
1985-02-17,8476,1985,"Feb",17,"Sun"
1985-02-18,9925,1985,"Feb",18,"Mon"
1985-02-19,10572,1985,"Feb",19,"Tue"
1985-02-20,10536,1985,"Feb",20,"Wed"
1985-02-21,10583,1985,"Feb",21,"Thu"
1985-02-22,10729,1985,"Feb",22,"Fri"
1985-02-23,8833,1985,"Feb",23,"Sat"
1985-02-24,8836,1985,"Feb",24,"Sun"
1985-02-25,10529,1985,"Feb",25,"Mon"
1985-02-26,10718,1985,"Feb",26,"Tue"
1985-02-27,10671,1985,"Feb",27,"Wed"
1985-02-28,10616,1985,"Feb",28,"Thu"
1985-03-01,10876,1985,"Mar",1,"Fri"
1985-03-02,8824,1985,"Mar",2,"Sat"
1985-03-03,8554,1985,"Mar",3,"Sun"
1985-03-04,10629,1985,"Mar",4,"Mon"
1985-03-05,10797,1985,"Mar",5,"Tue"
1985-03-06,10475,1985,"Mar",6,"Wed"
1985-03-07,10509,1985,"Mar",7,"Thu"
1985-03-08,10927,1985,"Mar",8,"Fri"
1985-03-09,9010,1985,"Mar",9,"Sat"
1985-03-10,8344,1985,"Mar",10,"Sun"
1985-03-11,10544,1985,"Mar",11,"Mon"
1985-03-12,10812,1985,"Mar",12,"Tue"
1985-03-13,10286,1985,"Mar",13,"Wed"
1985-03-14,10732,1985,"Mar",14,"Thu"
1985-03-15,10610,1985,"Mar",15,"Fri"
1985-03-16,8690,1985,"Mar",16,"Sat"
1985-03-17,8503,1985,"Mar",17,"Sun"
1985-03-18,10516,1985,"Mar",18,"Mon"
1985-03-19,10803,1985,"Mar",19,"Tue"
1985-03-20,10683,1985,"Mar",20,"Wed"
1985-03-21,10591,1985,"Mar",21,"Thu"
1985-03-22,10792,1985,"Mar",22,"Fri"
1985-03-23,8867,1985,"Mar",23,"Sat"
1985-03-24,8458,1985,"Mar",24,"Sun"
1985-03-25,10472,1985,"Mar",25,"Mon"
1985-03-26,10918,1985,"Mar",26,"Tue"
1985-03-27,10666,1985,"Mar",27,"Wed"
1985-03-28,10890,1985,"Mar",28,"Thu"
1985-03-29,11037,1985,"Mar",29,"Fri"
1985-03-30,8887,1985,"Mar",30,"Sat"
1985-03-31,8321,1985,"Mar",31,"Sun"
1985-04-01,9834,1985,"Apr",1,"Mon"
1985-04-02,11263,1985,"Apr",2,"Tue"
1985-04-03,10554,1985,"Apr",3,"Wed"
1985-04-04,10589,1985,"Apr",4,"Thu"
1985-04-05,10238,1985,"Apr",5,"Fri"
1985-04-06,8761,1985,"Apr",6,"Sat"
1985-04-07,8136,1985,"Apr",7,"Sun"
1985-04-08,10135,1985,"Apr",8,"Mon"
1985-04-09,10541,1985,"Apr",9,"Tue"
1985-04-10,10559,1985,"Apr",10,"Wed"
1985-04-11,10506,1985,"Apr",11,"Thu"
1985-04-12,10733,1985,"Apr",12,"Fri"
1985-04-13,8766,1985,"Apr",13,"Sat"
1985-04-14,8390,1985,"Apr",14,"Sun"
1985-04-15,10607,1985,"Apr",15,"Mon"
1985-04-16,11121,1985,"Apr",16,"Tue"
1985-04-17,10493,1985,"Apr",17,"Wed"
1985-04-18,10464,1985,"Apr",18,"Thu"
1985-04-19,11178,1985,"Apr",19,"Fri"
1985-04-20,8797,1985,"Apr",20,"Sat"
1985-04-21,8639,1985,"Apr",21,"Sun"
1985-04-22,10712,1985,"Apr",22,"Mon"
1985-04-23,11030,1985,"Apr",23,"Tue"
1985-04-24,10413,1985,"Apr",24,"Wed"
1985-04-25,10634,1985,"Apr",25,"Thu"
1985-04-26,10671,1985,"Apr",26,"Fri"
1985-04-27,8925,1985,"Apr",27,"Sat"
1985-04-28,8059,1985,"Apr",28,"Sun"
1985-04-29,10484,1985,"Apr",29,"Mon"
1985-04-30,10894,1985,"Apr",30,"Tue"
1985-05-01,10727,1985,"May",1,"Wed"
1985-05-02,10728,1985,"May",2,"Thu"
1985-05-03,10593,1985,"May",3,"Fri"
1985-05-04,8680,1985,"May",4,"Sat"
1985-05-05,8678,1985,"May",5,"Sun"
1985-05-06,10642,1985,"May",6,"Mon"
1985-05-07,11267,1985,"May",7,"Tue"
1985-05-08,10723,1985,"May",8,"Wed"
1985-05-09,10764,1985,"May",9,"Thu"
1985-05-10,11005,1985,"May",10,"Fri"
1985-05-11,8971,1985,"May",11,"Sat"
1985-05-12,8643,1985,"May",12,"Sun"
1985-05-13,10154,1985,"May",13,"Mon"
1985-05-14,11099,1985,"May",14,"Tue"
1985-05-15,10762,1985,"May",15,"Wed"
1985-05-16,10409,1985,"May",16,"Thu"
1985-05-17,10845,1985,"May",17,"Fri"
1985-05-18,8950,1985,"May",18,"Sat"
1985-05-19,8453,1985,"May",19,"Sun"
1985-05-20,10955,1985,"May",20,"Mon"
1985-05-21,10962,1985,"May",21,"Tue"
1985-05-22,10908,1985,"May",22,"Wed"
1985-05-23,10845,1985,"May",23,"Thu"
1985-05-24,11196,1985,"May",24,"Fri"
1985-05-25,8925,1985,"May",25,"Sat"
1985-05-26,8756,1985,"May",26,"Sun"
1985-05-27,9049,1985,"May",27,"Mon"
1985-05-28,10865,1985,"May",28,"Tue"
1985-05-29,11225,1985,"May",29,"Wed"
1985-05-30,10943,1985,"May",30,"Thu"
1985-05-31,11288,1985,"May",31,"Fri"
1985-06-01,8996,1985,"Jun",1,"Sat"
1985-06-02,8753,1985,"Jun",2,"Sun"
1985-06-03,10538,1985,"Jun",3,"Mon"
1985-06-04,10772,1985,"Jun",4,"Tue"
1985-06-05,10846,1985,"Jun",5,"Wed"
1985-06-06,10805,1985,"Jun",6,"Thu"
1985-06-07,10993,1985,"Jun",7,"Fri"
1985-06-08,8936,1985,"Jun",8,"Sat"
1985-06-09,8789,1985,"Jun",9,"Sun"
1985-06-10,10919,1985,"Jun",10,"Mon"
1985-06-11,11091,1985,"Jun",11,"Tue"
1985-06-12,10620,1985,"Jun",12,"Wed"
1985-06-13,10402,1985,"Jun",13,"Thu"
1985-06-14,11047,1985,"Jun",14,"Fri"
1985-06-15,8991,1985,"Jun",15,"Sat"
1985-06-16,8831,1985,"Jun",16,"Sun"
1985-06-17,10962,1985,"Jun",17,"Mon"
1985-06-18,11141,1985,"Jun",18,"Tue"
1985-06-19,10856,1985,"Jun",19,"Wed"
1985-06-20,11341,1985,"Jun",20,"Thu"
1985-06-21,11204,1985,"Jun",21,"Fri"
1985-06-22,9258,1985,"Jun",22,"Sat"
1985-06-23,8757,1985,"Jun",23,"Sun"
1985-06-24,11014,1985,"Jun",24,"Mon"
1985-06-25,11385,1985,"Jun",25,"Tue"
1985-06-26,11112,1985,"Jun",26,"Wed"
1985-06-27,11066,1985,"Jun",27,"Thu"
1985-06-28,11360,1985,"Jun",28,"Fri"
1985-06-29,9200,1985,"Jun",29,"Sat"
1985-06-30,8877,1985,"Jun",30,"Sun"
1985-07-01,11302,1985,"Jul",1,"Mon"
1985-07-02,11905,1985,"Jul",2,"Tue"
1985-07-03,11698,1985,"Jul",3,"Wed"
1985-07-04,9176,1985,"Jul",4,"Thu"
1985-07-05,11233,1985,"Jul",5,"Fri"
1985-07-06,9326,1985,"Jul",6,"Sat"
1985-07-07,9114,1985,"Jul",7,"Sun"
1985-07-08,11340,1985,"Jul",8,"Mon"
1985-07-09,11882,1985,"Jul",9,"Tue"
1985-07-10,11640,1985,"Jul",10,"Wed"
1985-07-11,11148,1985,"Jul",11,"Thu"
1985-07-12,11459,1985,"Jul",12,"Fri"
1985-07-13,9180,1985,"Jul",13,"Sat"
1985-07-14,8965,1985,"Jul",14,"Sun"
1985-07-15,11414,1985,"Jul",15,"Mon"
1985-07-16,11685,1985,"Jul",16,"Tue"
1985-07-17,11243,1985,"Jul",17,"Wed"
1985-07-18,11231,1985,"Jul",18,"Thu"
1985-07-19,11484,1985,"Jul",19,"Fri"
1985-07-20,9375,1985,"Jul",20,"Sat"
1985-07-21,8914,1985,"Jul",21,"Sun"
1985-07-22,11164,1985,"Jul",22,"Mon"
1985-07-23,11489,1985,"Jul",23,"Tue"
1985-07-24,11100,1985,"Jul",24,"Wed"
1985-07-25,11341,1985,"Jul",25,"Thu"
1985-07-26,11399,1985,"Jul",26,"Fri"
1985-07-27,9441,1985,"Jul",27,"Sat"
1985-07-28,8941,1985,"Jul",28,"Sun"
1985-07-29,11331,1985,"Jul",29,"Mon"
1985-07-30,11707,1985,"Jul",30,"Tue"
1985-07-31,11284,1985,"Jul",31,"Wed"
1985-08-01,11202,1985,"Aug",1,"Thu"
1985-08-02,11221,1985,"Aug",2,"Fri"
1985-08-03,9413,1985,"Aug",3,"Sat"
1985-08-04,8804,1985,"Aug",4,"Sun"
1985-08-05,11160,1985,"Aug",5,"Mon"
1985-08-06,11562,1985,"Aug",6,"Tue"
1985-08-07,11442,1985,"Aug",7,"Wed"
1985-08-08,11533,1985,"Aug",8,"Thu"
1985-08-09,11542,1985,"Aug",9,"Fri"
1985-08-10,9321,1985,"Aug",10,"Sat"
1985-08-11,9027,1985,"Aug",11,"Sun"
1985-08-12,11424,1985,"Aug",12,"Mon"
1985-08-13,11636,1985,"Aug",13,"Tue"
1985-08-14,11540,1985,"Aug",14,"Wed"
1985-08-15,11746,1985,"Aug",15,"Thu"
1985-08-16,11614,1985,"Aug",16,"Fri"
1985-08-17,9680,1985,"Aug",17,"Sat"
1985-08-18,9291,1985,"Aug",18,"Sun"
1985-08-19,11314,1985,"Aug",19,"Mon"
1985-08-20,11903,1985,"Aug",20,"Tue"
1985-08-21,11384,1985,"Aug",21,"Wed"
1985-08-22,11538,1985,"Aug",22,"Thu"
1985-08-23,11434,1985,"Aug",23,"Fri"
1985-08-24,9473,1985,"Aug",24,"Sat"
1985-08-25,9128,1985,"Aug",25,"Sun"
1985-08-26,11324,1985,"Aug",26,"Mon"
1985-08-27,11780,1985,"Aug",27,"Tue"
1985-08-28,11368,1985,"Aug",28,"Wed"
1985-08-29,11515,1985,"Aug",29,"Thu"
1985-08-30,11867,1985,"Aug",30,"Fri"
1985-08-31,9832,1985,"Aug",31,"Sat"
1985-09-01,9145,1985,"Sep",1,"Sun"
1985-09-02,9183,1985,"Sep",2,"Mon"
1985-09-03,11417,1985,"Sep",3,"Tue"
1985-09-04,11985,1985,"Sep",4,"Wed"
1985-09-05,11959,1985,"Sep",5,"Thu"
1985-09-06,11925,1985,"Sep",6,"Fri"
1985-09-07,9564,1985,"Sep",7,"Sat"
1985-09-08,9072,1985,"Sep",8,"Sun"
1985-09-09,11623,1985,"Sep",9,"Mon"
1985-09-10,11828,1985,"Sep",10,"Tue"
1985-09-11,11521,1985,"Sep",11,"Wed"
1985-09-12,11958,1985,"Sep",12,"Thu"
1985-09-13,11330,1985,"Sep",13,"Fri"
1985-09-14,9542,1985,"Sep",14,"Sat"
1985-09-15,9281,1985,"Sep",15,"Sun"
1985-09-16,11849,1985,"Sep",16,"Mon"
1985-09-17,12058,1985,"Sep",17,"Tue"
1985-09-18,11819,1985,"Sep",18,"Wed"
1985-09-19,12212,1985,"Sep",19,"Thu"
1985-09-20,12118,1985,"Sep",20,"Fri"
1985-09-21,10144,1985,"Sep",21,"Sat"
1985-09-22,9798,1985,"Sep",22,"Sun"
1985-09-23,11909,1985,"Sep",23,"Mon"
1985-09-24,12396,1985,"Sep",24,"Tue"
1985-09-25,11695,1985,"Sep",25,"Wed"
1985-09-26,12038,1985,"Sep",26,"Thu"
1985-09-27,11926,1985,"Sep",27,"Fri"
1985-09-28,9584,1985,"Sep",28,"Sat"
1985-09-29,9236,1985,"Sep",29,"Sun"
1985-09-30,11560,1985,"Sep",30,"Mon"
1985-10-01,11719,1985,"Oct",1,"Tue"
1985-10-02,11365,1985,"Oct",2,"Wed"
1985-10-03,11359,1985,"Oct",3,"Thu"
1985-10-04,11810,1985,"Oct",4,"Fri"
1985-10-05,9578,1985,"Oct",5,"Sat"
1985-10-06,8928,1985,"Oct",6,"Sun"
1985-10-07,11024,1985,"Oct",7,"Mon"
1985-10-08,11358,1985,"Oct",8,"Tue"
